port,port_name,state,value,year
Sherwood,Sherwood,North Dakota,69321,2009
Ambrose,Ambrose,North Dakota,4651,2009
Dunseith,Dunseith,North Dakota,232764,2009
Carbury,Carbury,North Dakota,35258,2009
Maida,Maida,North Dakota,42037,2009
St. John,St. John,North Dakota,58049,2009
Hannah,Hannah,North Dakota,5969,2009
Progreso,Progreso,Texas,3733002,2009
Roma,Roma,Texas,3086326,2009
Boquillas,Boquillas,Texas,0,2009
Rio Grande City,Rio Grande City,Texas,2443848,2009
Del Rio,Del Rio,Texas,3898243,2009
Eagle Pass,Eagle Pass,Texas,11127879,2009
Tornillo-Fabens,Tornillo-Fabens,Texas,1612453,2009
El Paso,El Paso,Texas,38233650,2009
Hidalgo,Hidalgo,Texas,21678023,2009
Brownsville,Brownsville,Texas,19686315,2009
Presidio,Presidio,Texas,2893409,2009
Laredo,Laredo,Texas,26199068,2009
Opheim,Opheim,Montana,10488,2009
Wildhorse,Wildhorse,Montana,50945,2009
Scobey,Scobey,Montana,14664,2009
Raymond,Raymond,Montana,101825,2009
Del Bonita,Del Bonita,Montana,58781,2009
Turner,Turner,Montana,22676,2009
Sweetgrass,Sweetgrass,Montana,1060581,2009
Piegan,Piegan,Montana,311382,2009
Whitlash,Whitlash,Montana,2347,2009
Morgan,Morgan,Montana,24112,2009
Willow Creek,Willow Creek,Montana,11416,2009
Roosville,Roosville,Montana,365751,2009
Whitetail,Whitetail,Montana,3630,2009
Lancaster,Lancaster,Minnesota,140004,2009
Roseau,Roseau,Minnesota,122172,2009
Baudette,Baudette,Minnesota,515866,2009
Grand Portage,Grand Portage,Minnesota,728885,2009
Pinecreek,Pinecreek,Minnesota,14575,2009
Warroad,Warroad,Minnesota,369104,2009
International Falls-Ranier,International Falls-Ranier,Minnesota,1730723,2009
Noyes,Noyes,Minnesota,0,2009
Derby Line,Derby Line,Vermont,2006529,2009
Beecher Falls,Beecher Falls,Vermont,210343,2009
Norton,Norton,Vermont,188958,2009
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1811726,2009
Richford,Richford,Vermont,339977,2009
Lynden,Lynden,Washington,1843293,2009
Oroville,Oroville,Washington,999059,2009
Ferry,Ferry,Washington,26849,2009
Metaline Falls,Metaline Falls,Washington,84935,2009
Blaine,Blaine,Washington,9902994,2009
Frontier,Frontier,Washington,157288,2009
Laurier,Laurier,Washington,143981,2009
Boundary,Boundary,Washington,176770,2009
Sumas,Sumas,Washington,2354212,2009
Port Angeles,Port Angeles,Washington,189493,2009
Danville,Danville,Washington,132172,2009
Nighthawk,Nighthawk,Washington,29049,2009
Point Roberts,Point Roberts,Washington,2064065,2009
Anacortes,Anacortes,Washington,106346,2009
Friday Harbor,Friday Harbor,Washington,12198,2009
Eastport,Eastport,Idaho,445654,2009
Porthill,Porthill,Idaho,457806,2009
Sault Sainte Marie,Sault Sainte Marie,Michigan,2377545,2009
Port Huron,Port Huron,Michigan,6589109,2009
Detroit,Detroit,Michigan,14208635,2009
Algonac,Algonac,Michigan,0,2009
Santa Teresa,Santa Teresa,New Mexico,2014012,2009
Columbus,Columbus,New Mexico,1479456,2009
Skagway,Skagway,Alaska,346873,2009
Ketchikan,Ketchikan,Alaska,13231,2009
Alcan,Alcan,Alaska,159017,2009
Dalton Cache,Dalton Cache,Alaska,50787,2009
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2009
Calexico East,Calexico East,California,11413669,2008
Otay Mesa,Otay Mesa,California,16809912,2008
San Ysidro,San Ysidro,California,47070214,2008
Tecate,Tecate,California,3438306,2008
Calexico,Calexico,California,18778009,2008
Andrade,Andrade,California,2622600,2008
Cross Border Xpress,Cross Border Xpress,California,0,2008
Van Buren,Van Buren,Maine,829285,2008
Madawaska,Madawaska,Maine,1743488,2008
Vanceboro,Vanceboro,Maine,163161,2008
Calais,Calais,Maine,2622176,2008
Houlton,Houlton,Maine,1229425,2008
Fort Fairfield,Fort Fairfield,Maine,457636,2008
Bridgewater,Bridgewater,Maine,196899,2008
Fort Kent,Fort Kent,Maine,561644,2008
Jackman,Jackman,Maine,619318,2008
Limestone,Limestone,Maine,106228,2008
Eastport,Eastport,Maine,416355,2008
Portland,Portland,Maine,29020,2008
Bar Harbor,Bar Harbor,Maine,15696,2008
Nogales,Nogales,Arizona,18941572,2008
Naco,Naco,Arizona,1064348,2008
Sasabe,Sasabe,Arizona,111476,2008
Douglas,Douglas,Arizona,6494861,2008
Lukeville,Lukeville,Arizona,1768325,2008
San Luis,San Luis,Arizona,9383626,2008
Trout River,Trout River,New York,632503,2008
Champlain-Rouses Point,Champlain-Rouses Point,New York,4042044,2008
Massena,Massena,New York,3014505,2008
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,22350819,2008
Alexandria Bay,Alexandria Bay,New York,2620537,2008
Ogdensburg,Ogdensburg,New York,888572,2008
Cape Vincent,Cape Vincent,New York,31738,2008
Pembina,Pembina,North Dakota,1580363,2008
Portal,Portal,North Dakota,693466,2008
Neche,Neche,North Dakota,197553,2008
Sarles,Sarles,North Dakota,15756,2008
Hansboro,Hansboro,North Dakota,41567,2008
Walhalla,Walhalla,North Dakota,164188,2008
Antler,Antler,North Dakota,37018,2008
Noonan,Noonan,North Dakota,110483,2008
Westhope,Westhope,North Dakota,47457,2008
Fortuna,Fortuna,North Dakota,44088,2008
Northgate,Northgate,North Dakota,88510,2008
Sherwood,Sherwood,North Dakota,65419,2008
Ambrose,Ambrose,North Dakota,5290,2008
Dunseith,Dunseith,North Dakota,255817,2008
Carbury,Carbury,North Dakota,39270,2008
Maida,Maida,North Dakota,37353,2008
St. John,St. John,North Dakota,69575,2008
Hannah,Hannah,North Dakota,7704,2008
Progreso,Progreso,Texas,4307886,2008
Roma,Roma,Texas,3445448,2008
Boquillas,Boquillas,Texas,0,2008
Rio Grande City,Rio Grande City,Texas,2899243,2008
Del Rio,Del Rio,Texas,4753839,2008
Eagle Pass,Eagle Pass,Texas,12790625,2008
Tornillo-Fabens,Tornillo-Fabens,Texas,1640918,2008
El Paso,El Paso,Texas,46009222,2008
Hidalgo,Hidalgo,Texas,23859969,2008
Brownsville,Brownsville,Texas,23081840,2008
Presidio,Presidio,Texas,2363925,2008
Laredo,Laredo,Texas,29787916,2008
Opheim,Opheim,Montana,12271,2008
Wildhorse,Wildhorse,Montana,28662,2008
Scobey,Scobey,Montana,9396,2008
Raymond,Raymond,Montana,122505,2008
Del Bonita,Del Bonita,Montana,62229,2008
Turner,Turner,Montana,17190,2008
Sweetgrass,Sweetgrass,Montana,1045093,2008
Piegan,Piegan,Montana,418653,2008
Whitlash,Whitlash,Montana,2640,2008
Morgan,Morgan,Montana,20277,2008
Willow Creek,Willow Creek,Montana,6569,2008
Roosville,Roosville,Montana,349218,2008
Whitetail,Whitetail,Montana,2055,2008
Lancaster,Lancaster,Minnesota,149823,2008
Roseau,Roseau,Minnesota,125853,2008
Baudette,Baudette,Minnesota,533332,2008
Grand Portage,Grand Portage,Minnesota,767644,2008
Pinecreek,Pinecreek,Minnesota,14576,2008
Warroad,Warroad,Minnesota,390980,2008
International Falls-Ranier,International Falls-Ranier,Minnesota,1834905,2008
Noyes,Noyes,Minnesota,0,2008
Derby Line,Derby Line,Vermont,2246598,2008
Beecher Falls,Beecher Falls,Vermont,227430,2008
Norton,Norton,Vermont,260738,2008
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,2050078,2008
Richford,Richford,Vermont,378918,2008
Lynden,Lynden,Washington,2017112,2008
Oroville,Oroville,Washington,882643,2008
Ferry,Ferry,Washington,29916,2008
Metaline Falls,Metaline Falls,Washington,105214,2008
Blaine,Blaine,Washington,9591924,2008
Frontier,Frontier,Washington,190205,2008
Laurier,Laurier,Washington,181786,2008
Boundary,Boundary,Washington,171540,2008
Sumas,Sumas,Washington,2384115,2008
Port Angeles,Port Angeles,Washington,180202,2008
Danville,Danville,Washington,164987,2008
Nighthawk,Nighthawk,Washington,27703,2008
Point Roberts,Point Roberts,Washington,2015274,2008
Anacortes,Anacortes,Washington,115457,2008
Friday Harbor,Friday Harbor,Washington,14321,2008
Eastport,Eastport,Idaho,490293,2008
Porthill,Porthill,Idaho,537667,2008
Sault Sainte Marie,Sault Sainte Marie,Michigan,2906100,2008
Port Huron,Port Huron,Michigan,7158975,2008
Detroit,Detroit,Michigan,17108712,2008
Algonac,Algonac,Michigan,0,2008
Santa Teresa,Santa Teresa,New Mexico,1579876,2008
Columbus,Columbus,New Mexico,1503605,2008
Skagway,Skagway,Alaska,352438,2008
Ketchikan,Ketchikan,Alaska,4478,2008
Alcan,Alcan,Alaska,149408,2008
Dalton Cache,Dalton Cache,Alaska,50774,2008
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2008
Calexico East,Calexico East,California,11121102,2007
Otay Mesa,Otay Mesa,California,16508275,2007
San Ysidro,San Ysidro,California,52816182,2007
Tecate,Tecate,California,3411492,2007
Calexico,Calexico,California,22014043,2007
Andrade,Andrade,California,3246601,2007
Cross Border Xpress,Cross Border Xpress,California,0,2007
Van Buren,Van Buren,Maine,948682,2007
Madawaska,Madawaska,Maine,1763440,2007
Vanceboro,Vanceboro,Maine,177970,2007
Calais,Calais,Maine,2825276,2007
Houlton,Houlton,Maine,1070805,2007
Fort Fairfield,Fort Fairfield,Maine,466621,2007
Bridgewater,Bridgewater,Maine,187962,2007
Fort Kent,Fort Kent,Maine,600130,2007
Jackman,Jackman,Maine,685886,2007
Limestone,Limestone,Maine,117440,2007
Eastport,Eastport,Maine,454785,2007
Portland,Portland,Maine,0,2007
Bar Harbor,Bar Harbor,Maine,4299,2007
Nogales,Nogales,Arizona,20371569,2007
Naco,Naco,Arizona,1286048,2007
Sasabe,Sasabe,Arizona,138491,2007
Douglas,Douglas,Arizona,6808527,2007
Lukeville,Lukeville,Arizona,1903522,2007
San Luis,San Luis,Arizona,10220165,2007
Trout River,Trout River,New York,476833,2007
Champlain-Rouses Point,Champlain-Rouses Point,New York,4118003,2007
Massena,Massena,New York,2937399,2007
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,24159277,2007
Alexandria Bay,Alexandria Bay,New York,2624034,2007
Ogdensburg,Ogdensburg,New York,831720,2007
Cape Vincent,Cape Vincent,New York,32456,2007
Pembina,Pembina,North Dakota,1535181,2007
Portal,Portal,North Dakota,679235,2007
Neche,Neche,North Dakota,160771,2007
Sarles,Sarles,North Dakota,17960,2007
Hansboro,Hansboro,North Dakota,43845,2007
Walhalla,Walhalla,North Dakota,172684,2007
Antler,Antler,North Dakota,37895,2007
Noonan,Noonan,North Dakota,100023,2007
Westhope,Westhope,North Dakota,45309,2007
Fortuna,Fortuna,North Dakota,41601,2007
Northgate,Northgate,North Dakota,70943,2007
Sherwood,Sherwood,North Dakota,57422,2007
Ambrose,Ambrose,North Dakota,5556,2007
Dunseith,Dunseith,North Dakota,241373,2007
Carbury,Carbury,North Dakota,29500,2007
Maida,Maida,North Dakota,43726,2007
St. John,St. John,North Dakota,82882,2007
Hannah,Hannah,North Dakota,9690,2007
Progreso,Progreso,Texas,4822613,2007
Roma,Roma,Texas,3902299,2007
Boquillas,Boquillas,Texas,0,2007
Rio Grande City,Rio Grande City,Texas,2888853,2007
Del Rio,Del Rio,Texas,5411915,2007
Eagle Pass,Eagle Pass,Texas,12048443,2007
Tornillo-Fabens,Tornillo-Fabens,Texas,1824466,2007
El Paso,El Paso,Texas,48386741,2007
Hidalgo,Hidalgo,Texas,23631152,2007
Brownsville,Brownsville,Texas,23266269,2007
Presidio,Presidio,Texas,2291827,2007
Laredo,Laredo,Texas,28003075,2007
Opheim,Opheim,Montana,13218,2007
Wildhorse,Wildhorse,Montana,58498,2007
Scobey,Scobey,Montana,16158,2007
Raymond,Raymond,Montana,131290,2007
Del Bonita,Del Bonita,Montana,52644,2007
Turner,Turner,Montana,20841,2007
Sweetgrass,Sweetgrass,Montana,1106132,2007
Piegan,Piegan,Montana,450477,2007
Whitlash,Whitlash,Montana,3602,2007
Morgan,Morgan,Montana,20192,2007
Willow Creek,Willow Creek,Montana,7190,2007
Roosville,Roosville,Montana,332370,2007
Whitetail,Whitetail,Montana,2863,2007
Lancaster,Lancaster,Minnesota,182989,2007
Roseau,Roseau,Minnesota,126006,2007
Baudette,Baudette,Minnesota,572367,2007
Grand Portage,Grand Portage,Minnesota,805288,2007
Pinecreek,Pinecreek,Minnesota,14935,2007
Warroad,Warroad,Minnesota,389089,2007
International Falls-Ranier,International Falls-Ranier,Minnesota,1690713,2007
Noyes,Noyes,Minnesota,0,2007
Derby Line,Derby Line,Vermont,2120020,2007
Beecher Falls,Beecher Falls,Vermont,240844,2007
Norton,Norton,Vermont,277251,2007
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1812829,2007
Richford,Richford,Vermont,372858,2007
Lynden,Lynden,Washington,1888147,2007
Oroville,Oroville,Washington,778133,2007
Ferry,Ferry,Washington,26334,2007
Metaline Falls,Metaline Falls,Washington,94961,2007
Blaine,Blaine,Washington,9154286,2007
Frontier,Frontier,Washington,159748,2007
Laurier,Laurier,Washington,220601,2007
Boundary,Boundary,Washington,176713,2007
Sumas,Sumas,Washington,2323043,2007
Port Angeles,Port Angeles,Washington,201572,2007
Danville,Danville,Washington,136199,2007
Nighthawk,Nighthawk,Washington,22362,2007
Point Roberts,Point Roberts,Washington,2144102,2007
Anacortes,Anacortes,Washington,91835,2007
Friday Harbor,Friday Harbor,Washington,16113,2007
Eastport,Eastport,Idaho,494080,2007
Porthill,Porthill,Idaho,345201,2007
Sault Sainte Marie,Sault Sainte Marie,Michigan,2905239,2007
Port Huron,Port Huron,Michigan,7363324,2007
Detroit,Detroit,Michigan,19672149,2007
Algonac,Algonac,Michigan,0,2007
Santa Teresa,Santa Teresa,New Mexico,1836881,2007
Columbus,Columbus,New Mexico,1935203,2007
Skagway,Skagway,Alaska,354163,2007
Ketchikan,Ketchikan,Alaska,3846,2007
Alcan,Alcan,Alaska,185356,2007
Dalton Cache,Dalton Cache,Alaska,54636,2007
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2007
Calexico East,Calexico East,California,12189726,2006
Otay Mesa,Otay Mesa,California,19752256,2006
San Ysidro,San Ysidro,California,57976416,2006
Tecate,Tecate,California,3480927,2006
Calexico,Calexico,California,21852464,2006
Andrade,Andrade,California,3724936,2006
Cross Border Xpress,Cross Border Xpress,California,0,2006
Van Buren,Van Buren,Maine,1029696,2006
Madawaska,Madawaska,Maine,1842374,2006
Vanceboro,Vanceboro,Maine,227165,2006
Calais,Calais,Maine,3733381,2006
Houlton,Houlton,Maine,1247415,2006
Fort Fairfield,Fort Fairfield,Maine,597404,2006
Bridgewater,Bridgewater,Maine,298322,2006
Fort Kent,Fort Kent,Maine,762221,2006
Jackman,Jackman,Maine,807919,2006
Limestone,Limestone,Maine,158912,2006
Eastport,Eastport,Maine,560862,2006
Portland,Portland,Maine,379,2006
Bar Harbor,Bar Harbor,Maine,40178,2006
Nogales,Nogales,Arizona,20281353,2006
Naco,Naco,Arizona,1345524,2006
Sasabe,Sasabe,Arizona,126918,2006
Douglas,Douglas,Arizona,7297532,2006
Lukeville,Lukeville,Arizona,1927115,2006
San Luis,San Luis,Arizona,10671208,2006
Trout River,Trout River,New York,637576,2006
Champlain-Rouses Point,Champlain-Rouses Point,New York,5104960,2006
Massena,Massena,New York,3080713,2006
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,23219541,2006
Alexandria Bay,Alexandria Bay,New York,2909509,2006
Ogdensburg,Ogdensburg,New York,945541,2006
Cape Vincent,Cape Vincent,New York,0,2006
Pembina,Pembina,North Dakota,1520373,2006
Portal,Portal,North Dakota,650145,2006
Neche,Neche,North Dakota,140816,2006
Sarles,Sarles,North Dakota,17650,2006
Hansboro,Hansboro,North Dakota,46807,2006
Walhalla,Walhalla,North Dakota,156819,2006
Antler,Antler,North Dakota,36782,2006
Noonan,Noonan,North Dakota,99145,2006
Westhope,Westhope,North Dakota,38240,2006
Fortuna,Fortuna,North Dakota,36838,2006
Northgate,Northgate,North Dakota,60833,2006
Sherwood,Sherwood,North Dakota,50101,2006
Ambrose,Ambrose,North Dakota,7098,2006
Dunseith,Dunseith,North Dakota,231091,2006
Carbury,Carbury,North Dakota,30144,2006
Maida,Maida,North Dakota,47227,2006
St. John,St. John,North Dakota,75930,2006
Hannah,Hannah,North Dakota,13398,2006
Progreso,Progreso,Texas,4859042,2006
Roma,Roma,Texas,4306383,2006
Boquillas,Boquillas,Texas,0,2006
Rio Grande City,Rio Grande City,Texas,2957809,2006
Del Rio,Del Rio,Texas,6015127,2006
Eagle Pass,Eagle Pass,Texas,12984995,2006
Tornillo-Fabens,Tornillo-Fabens,Texas,1770683,2006
El Paso,El Paso,Texas,53058819,2006
Hidalgo,Hidalgo,Texas,22145240,2006
Brownsville,Brownsville,Texas,24578153,2006
Presidio,Presidio,Texas,2372948,2006
Laredo,Laredo,Texas,28821294,2006
Opheim,Opheim,Montana,11936,2006
Wildhorse,Wildhorse,Montana,55617,2006
Scobey,Scobey,Montana,16367,2006
Raymond,Raymond,Montana,133887,2006
Del Bonita,Del Bonita,Montana,60143,2006
Turner,Turner,Montana,16718,2006
Sweetgrass,Sweetgrass,Montana,1320291,2006
Piegan,Piegan,Montana,388419,2006
Whitlash,Whitlash,Montana,3318,2006
Morgan,Morgan,Montana,17035,2006
Willow Creek,Willow Creek,Montana,9281,2006
Roosville,Roosville,Montana,433742,2006
Whitetail,Whitetail,Montana,3754,2006
Lancaster,Lancaster,Minnesota,225839,2006
Roseau,Roseau,Minnesota,125014,2006
Baudette,Baudette,Minnesota,594451,2006
Grand Portage,Grand Portage,Minnesota,863645,2006
Pinecreek,Pinecreek,Minnesota,19238,2006
Warroad,Warroad,Minnesota,424706,2006
International Falls-Ranier,International Falls-Ranier,Minnesota,1878452,2006
Noyes,Noyes,Minnesota,44583,2006
Derby Line,Derby Line,Vermont,2309887,2006
Beecher Falls,Beecher Falls,Vermont,271091,2006
Norton,Norton,Vermont,366838,2006
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1690044,2006
Richford,Richford,Vermont,335736,2006
Lynden,Lynden,Washington,1622939,2006
Oroville,Oroville,Washington,721780,2006
Ferry,Ferry,Washington,27737,2006
Metaline Falls,Metaline Falls,Washington,99209,2006
Blaine,Blaine,Washington,9217759,2006
Frontier,Frontier,Washington,157171,2006
Laurier,Laurier,Washington,191264,2006
Boundary,Boundary,Washington,203695,2006
Sumas,Sumas,Washington,2458264,2006
Port Angeles,Port Angeles,Washington,197304,2006
Danville,Danville,Washington,154008,2006
Nighthawk,Nighthawk,Washington,20215,2006
Point Roberts,Point Roberts,Washington,2680344,2006
Anacortes,Anacortes,Washington,106065,2006
Friday Harbor,Friday Harbor,Washington,14631,2006
Eastport,Eastport,Idaho,489667,2006
Porthill,Porthill,Idaho,305446,2006
Sault Sainte Marie,Sault Sainte Marie,Michigan,2798889,2006
Port Huron,Port Huron,Michigan,8340114,2006
Detroit,Detroit,Michigan,20243277,2006
Algonac,Algonac,Michigan,0,2006
Santa Teresa,Santa Teresa,New Mexico,1318569,2006
Columbus,Columbus,New Mexico,1772589,2006
Skagway,Skagway,Alaska,330269,2006
Ketchikan,Ketchikan,Alaska,14878,2006
Alcan,Alcan,Alaska,171819,2006
Dalton Cache,Dalton Cache,Alaska,57715,2006
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2006
Calexico East,Calexico East,California,10416832,2005
Otay Mesa,Otay Mesa,California,22336751,2005
San Ysidro,San Ysidro,California,58731200,2005
Tecate,Tecate,California,3703800,2005
Calexico,Calexico,California,22594492,2005
Andrade,Andrade,California,4066174,2005
Cross Border Xpress,Cross Border Xpress,California,0,2005
Van Buren,Van Buren,Maine,851584,2005
Madawaska,Madawaska,Maine,1963433,2005
Vanceboro,Vanceboro,Maine,215564,2005
Calais,Calais,Maine,4098044,2005
Houlton,Houlton,Maine,1223145,2005
Fort Fairfield,Fort Fairfield,Maine,564305,2005
Bridgewater,Bridgewater,Maine,265021,2005
Fort Kent,Fort Kent,Maine,783910,2005
Jackman,Jackman,Maine,760042,2005
Limestone,Limestone,Maine,156582,2005
Eastport,Eastport,Maine,613977,2005
Portland,Portland,Maine,0,2005
Bar Harbor,Bar Harbor,Maine,90650,2005
Nogales,Nogales,Arizona,19913763,2005
Naco,Naco,Arizona,1553186,2005
Sasabe,Sasabe,Arizona,143041,2005
Douglas,Douglas,Arizona,7566767,2005
Lukeville,Lukeville,Arizona,1729801,2005
San Luis,San Luis,Arizona,12482654,2005
Trout River,Trout River,New York,624751,2005
Champlain-Rouses Point,Champlain-Rouses Point,New York,5087217,2005
Massena,Massena,New York,3151666,2005
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,23519068,2005
Alexandria Bay,Alexandria Bay,New York,2794210,2005
Ogdensburg,Ogdensburg,New York,1025224,2005
Cape Vincent,Cape Vincent,New York,0,2005
Pembina,Pembina,North Dakota,1421263,2005
Portal,Portal,North Dakota,623289,2005
Neche,Neche,North Dakota,154028,2005
Sarles,Sarles,North Dakota,24615,2005
Hansboro,Hansboro,North Dakota,42976,2005
Walhalla,Walhalla,North Dakota,162105,2005
Antler,Antler,North Dakota,40233,2005
Noonan,Noonan,North Dakota,104200,2005
Westhope,Westhope,North Dakota,38101,2005
Fortuna,Fortuna,North Dakota,37650,2005
Northgate,Northgate,North Dakota,54709,2005
Sherwood,Sherwood,North Dakota,45110,2005
Ambrose,Ambrose,North Dakota,7489,2005
Dunseith,Dunseith,North Dakota,258559,2005
Carbury,Carbury,North Dakota,33594,2005
Maida,Maida,North Dakota,51324,2005
St. John,St. John,North Dakota,69368,2005
Hannah,Hannah,North Dakota,16268,2005
Progreso,Progreso,Texas,4787864,2005
Roma,Roma,Texas,4405696,2005
Boquillas,Boquillas,Texas,0,2005
Rio Grande City,Rio Grande City,Texas,3142354,2005
Del Rio,Del Rio,Texas,6186007,2005
Eagle Pass,Eagle Pass,Texas,13229296,2005
Tornillo-Fabens,Tornillo-Fabens,Texas,1954843,2005
El Paso,El Paso,Texas,54686984,2005
Hidalgo,Hidalgo,Texas,24116539,2005
Brownsville,Brownsville,Texas,25180631,2005
Presidio,Presidio,Texas,2495941,2005
Laredo,Laredo,Texas,28729554,2005
Opheim,Opheim,Montana,11636,2005
Wildhorse,Wildhorse,Montana,54900,2005
Scobey,Scobey,Montana,13511,2005
Raymond,Raymond,Montana,120532,2005
Del Bonita,Del Bonita,Montana,51524,2005
Turner,Turner,Montana,16051,2005
Sweetgrass,Sweetgrass,Montana,1247379,2005
Piegan,Piegan,Montana,403409,2005
Whitlash,Whitlash,Montana,3014,2005
Morgan,Morgan,Montana,18222,2005
Willow Creek,Willow Creek,Montana,6679,2005
Roosville,Roosville,Montana,368826,2005
Whitetail,Whitetail,Montana,3977,2005
Lancaster,Lancaster,Minnesota,220033,2005
Roseau,Roseau,Minnesota,133460,2005
Baudette,Baudette,Minnesota,613192,2005
Grand Portage,Grand Portage,Minnesota,932807,2005
Pinecreek,Pinecreek,Minnesota,18849,2005
Warroad,Warroad,Minnesota,477417,2005
International Falls-Ranier,International Falls-Ranier,Minnesota,1903603,2005
Noyes,Noyes,Minnesota,102215,2005
Derby Line,Derby Line,Vermont,2226162,2005
Beecher Falls,Beecher Falls,Vermont,244139,2005
Norton,Norton,Vermont,365882,2005
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1219949,2005
Richford,Richford,Vermont,316200,2005
Lynden,Lynden,Washington,1583975,2005
Oroville,Oroville,Washington,866194,2005
Ferry,Ferry,Washington,34648,2005
Metaline Falls,Metaline Falls,Washington,102614,2005
Blaine,Blaine,Washington,8534858,2005
Frontier,Frontier,Washington,158447,2005
Laurier,Laurier,Washington,168011,2005
Boundary,Boundary,Washington,177401,2005
Sumas,Sumas,Washington,2355137,2005
Port Angeles,Port Angeles,Washington,203811,2005
Danville,Danville,Washington,163539,2005
Nighthawk,Nighthawk,Washington,16657,2005
Point Roberts,Point Roberts,Washington,2659597,2005
Anacortes,Anacortes,Washington,116045,2005
Friday Harbor,Friday Harbor,Washington,15217,2005
Eastport,Eastport,Idaho,460476,2005
Porthill,Porthill,Idaho,283479,2005
Sault Sainte Marie,Sault Sainte Marie,Michigan,2951099,2005
Port Huron,Port Huron,Michigan,8390537,2005
Detroit,Detroit,Michigan,21336302,2005
Algonac,Algonac,Michigan,0,2005
Santa Teresa,Santa Teresa,New Mexico,1089612,2005
Columbus,Columbus,New Mexico,1746785,2005
Skagway,Skagway,Alaska,328271,2005
Ketchikan,Ketchikan,Alaska,17774,2005
Alcan,Alcan,Alaska,194113,2005
Dalton Cache,Dalton Cache,Alaska,58657,2005
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2005
Calexico East,Calexico East,California,10195639,2004
Otay Mesa,Otay Mesa,California,21305060,2004
San Ysidro,San Ysidro,California,61603910,2004
Tecate,Tecate,California,4287185,2004
Calexico,Calexico,California,21125522,2004
Andrade,Andrade,California,4360293,2004
Cross Border Xpress,Cross Border Xpress,California,0,2004
Van Buren,Van Buren,Maine,901264,2004
Madawaska,Madawaska,Maine,1912220,2004
Vanceboro,Vanceboro,Maine,170229,2004
Calais,Calais,Maine,4028944,2004
Houlton,Houlton,Maine,1179546,2004
Fort Fairfield,Fort Fairfield,Maine,586660,2004
Bridgewater,Bridgewater,Maine,225380,2004
Fort Kent,Fort Kent,Maine,773423,2004
Jackman,Jackman,Maine,800257,2004
Limestone,Limestone,Maine,171392,2004
Eastport,Eastport,Maine,631817,2004
Portland,Portland,Maine,61027,2004
Bar Harbor,Bar Harbor,Maine,85829,2004
Nogales,Nogales,Arizona,20360517,2004
Naco,Naco,Arizona,2577689,2004
Sasabe,Sasabe,Arizona,148507,2004
Douglas,Douglas,Arizona,7148336,2004
Lukeville,Lukeville,Arizona,1663532,2004
San Luis,San Luis,Arizona,13511192,2004
Trout River,Trout River,New York,622440,2004
Champlain-Rouses Point,Champlain-Rouses Point,New York,5714954,2004
Massena,Massena,New York,3314711,2004
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,23692819,2004
Alexandria Bay,Alexandria Bay,New York,2772355,2004
Ogdensburg,Ogdensburg,New York,1040257,2004
Cape Vincent,Cape Vincent,New York,0,2004
Pembina,Pembina,North Dakota,1437656,2004
Portal,Portal,North Dakota,587864,2004
Neche,Neche,North Dakota,186259,2004
Sarles,Sarles,North Dakota,31696,2004
Hansboro,Hansboro,North Dakota,36653,2004
Walhalla,Walhalla,North Dakota,137661,2004
Antler,Antler,North Dakota,37535,2004
Noonan,Noonan,North Dakota,90335,2004
Westhope,Westhope,North Dakota,43935,2004
Fortuna,Fortuna,North Dakota,39431,2004
Northgate,Northgate,North Dakota,52152,2004
Sherwood,Sherwood,North Dakota,40237,2004
Ambrose,Ambrose,North Dakota,7238,2004
Dunseith,Dunseith,North Dakota,271350,2004
Carbury,Carbury,North Dakota,37717,2004
Maida,Maida,North Dakota,51010,2004
St. John,St. John,North Dakota,78098,2004
Hannah,Hannah,North Dakota,17097,2004
Progreso,Progreso,Texas,5305853,2004
Roma,Roma,Texas,4362457,2004
Boquillas,Boquillas,Texas,0,2004
Rio Grande City,Rio Grande City,Texas,3266052,2004
Del Rio,Del Rio,Texas,6417355,2004
Eagle Pass,Eagle Pass,Texas,12988106,2004
Tornillo-Fabens,Tornillo-Fabens,Texas,2071978,2004
El Paso,El Paso,Texas,53200451,2004
Hidalgo,Hidalgo,Texas,26300196,2004
Brownsville,Brownsville,Texas,26112299,2004
Presidio,Presidio,Texas,2480876,2004
Laredo,Laredo,Texas,30205719,2004
Opheim,Opheim,Montana,13737,2004
Wildhorse,Wildhorse,Montana,49303,2004
Scobey,Scobey,Montana,16324,2004
